Name,Class ID,Book,Type,Subtype,School,Cost,Resource,Damage Modifier,Critical Chance,Target Scope,Passive,Combat Only,Rank,Class Sources,Enemy Sources,External Acquisition,Modifies,Description
Marked Shuriken,MarkedShuriken,Skills,Skill,Stealth,,12,Mana,1.0,,single_enemy,False,True,,Ninja,,False,,Death Mark Setup: throw a concealed blade that may Blind the target.
Martial Mastery,MartialMastery,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Master Monk,,False,,Improves Ki discipline and readies the Dim Mak finisher.
Master Locator,MasterLocator,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,,Jinkin finds improve random post-combat loot by one rarity tier.
Master Lockpick,MasterLockpick,Skills,Skill,Stealth,,0,,1.0,,single_enemy,True,True,,Rogue,,False,,Unlock a locked chest or door while carrying a Lockpick Kit. Master technique lowers the kit's break chance.
Meditation,Meditation,Skills,Skill,Enhance,,8,Mana,1.0,,single_enemy,False,True,,Healer,,False,,"Enter a two-turn trance, storing damage to release two-fold on the next melee attack."
Melody of Inspiration,MelodyInspiration,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Troubadour's presence inspires allies and self, granting a small bonus to all stats and occasionally removing negative status effects at the start of combat."
Mend Wounds,MendWounds,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to mend wounds.
Mental Shard,MentalShard,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,Healer,,False,,Drive psychic spines into a target and lower its Intelligence.
Mirror Breath,MirrorBreath,Skills,Skill,Class,,10,Mana,1.0,,single_enemy,False,True,,Monk,,False,,Brief reflection and counter-ward support.
Momentum,Momentum,Skills,Skill,Offensive,,12,Mana,1.0,,single_enemy,False,True,,Berserker; Ninja; Weapon Master,,False,,"Attack with both weapons. If both connect, finish with a two-handed strike using their combined strength."
Monkey Grip,MonkeyGrip,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Berserker,,False,,"Your two-handed dual wielding becomes steadier, reducing its accuracy and damage penalties."
Monkey Grip 2,MonkeyGrip2,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Berserker,,False,,"Your two-handed dual wielding is fully stabilized, removing its accuracy and damage penalties."
Monkey's Paw,MonkeysPaw,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Curse of Umbra; Curse of Frailty; Curse of Swarms; Hemorrhaging Curse; Curse of Elijah; Curse of Dysarthria; Demon Eyes,Increases the potency of all curses.
Mortal Shackles,MortalShackles,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Soul Binding,Soul Binding makes the target take 25% more damage and reduces damage shared to the caster.
Mortal Strike,MortalStrike,Skills,Skill,Offensive,,10,Mana,1.5,,single_enemy,False,True,,Crusader; Druid; Weapon Master,Giant; Minotaur; Red Dragon; Troll,False,,"Assault the enemy, striking them with a critical hit and placing a bleed effect that deals damage. Requires a 2-handed weapon."
Mortal Strike,MortalStrike2,Skills,Skill,Offensive,,30,Mana,1.5,,single_enemy,False,True,,Berserker; Lycan,Giant; Minotaur; Red Dragon; Troll,False,,Devastating critical strike plus bleed; duration and damage determined by the player's strength. Requires a 2-handed weapon.
Mug,Mug,Skills,Skill,Stealth,,20,Mana,1.0,,single_enemy,False,True,,Ninja; Thief,Drow Assassin,False,,Attack the enemy with a chance to steal their items.
Multiplicity,Multiplicity,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,Mirror Image; Mirror Image II,"If combat ends while Mirror Image is active, restore 5% of maximum health for every duplicate still active."
Mystical Evasion,MysticalEvasion,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad,,False,,Passive: Increase dodge chance against spells.
Mystical Vitality,MysticalVitality,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Life Tap,Spells cost 25% less mana for two turns after using Life Tap.
Natural Attunement,NaturalAttunement,Skills,Skill,Enhance,,5,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,"Attune to nature, increasing Defense and Magic Defense."
Night Moves,NightMoves,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,,Mephit can cast two spells per turn while Shade of Ahool is active.
Night Terror,NightTerror,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Terrify,"Increase Terrify damage by 25%, or by 50% when the target is asleep."
Novel Shielding,NovelShielding,Skills,Skill,Class,,20,Mana,1.0,,single_enemy,False,True,,Spellblade,,False,,Create a three-turn shield with strength equal to twice the power of the equipped Tome.
Oath's Judgment,OathsJudgment,Skills,Skill,Class,,0,Oath Conviction,1.0,,single_enemy,False,True,,Paladin,,False,,Spend all Oath Conviction on a weapon technique shaped by the sworn vow.
Oath's Shelter,OathsShelter,Skills,Skill,Class,,0,Oath Conviction,1.0,,single_enemy,False,True,,Paladin,,False,,Spend all Oath Conviction on protection shaped by the sworn vow.
Obscuration,Obscuration,Skills,Skill,Stealth,,10,Mana,1.0,,single_enemy,False,False,,Footpad,,False,,Cast outside combat with a Censer of Choking Ash to reduce encounters and enemy accuracy for 50 steps.
OffHand Excellence,OffHandExcellence,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,Passive: Reduces the damage penalty for off-hand attacks.
Omen Strike,OmenStrike,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,,,False,,Strike for 110% weapon damage; critical hits add dread.
Pack Bond,PackBond,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Beast Master and their animal companion(s) share a deep bond, granting increased damage and defense when fighting alongside a companion. Occasionally, the companion will intercept attacks or provide a healing effect."
Pack Strike,PackStrike,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to pack strike.
Pain Tolerance,PainTolerance,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Berserker,,False,,Passive: Halve bleed damage and its melee vulnerability. Bandages heal twice as much as normal.
Paralyzer,Paralyzer,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,,Electric spells gain a chance to stun their targets.
Parry,Parry,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Assassin; Berserker; Crusader; Footpad; Knight Enchanter; Monk; Ninja; Paladin; Pathfinder; Ranger; Soulcatcher; Spellblade; Templar; Warrior; Weapon Master,Archvile; Balor; Drow Assassin; Goblin; Invisible Stalker; Minotaur; The Devil; Warrior; Water Myrmidon,False,,Passive: Chance to deflect some or all damage from an incoming melee attack. Cannot Parry while wielding a shield.
Patronage,Patronage,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Call Contract,Successful fiend contracts generate additional patron favor.
Penalization,Penalization,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,"Passive: Successful Mortal Strike hits trigger wrath, increasing critical strike chance and Holy damage for the rest of combat."
Penny Dreadful,PennyDreadful,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,,Feared targets take increased Shadow damage.
Persistent Corruption,PersistentCorruption,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Corruption; Corruption II,Corruption lasts at least four turns and deals 25% more damage.
Phalanx,Phalanx,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon; Lancer,,False,,Gain defensive advantage while wielding a polearm in the main hand.
Piercing Bolt,PiercingBolt,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Shadow Bolt; Shadow Bolt II; Shadow Bolt III,Shadow Bolt bypasses half of resistance and increases the effect of weakness by 50%.
Piercing Strike,PiercingStrike,Skills,Skill,Offensive,,5,Mana,1.25,,single_enemy,False,True,,Footpad; Inquisitor; Pathfinder; Shaman; Templar; Warrior,Direbear; Drow Assassin; Gargoyle; Giant Scorpion; Invisible Stalker; Ogre; Orc; Quasit; Storm Myrmidon; Twisted Dwarf; Warrior; Wyvern; Zombie,False,,"Pierces the enemy's defenses, ignoring armor and defenses."
Pilfering Strike,PilferingStrike,Skills,Skill,Offensive,,6,Mana,1.0,,single_enemy,False,True,,Thief,,False,,Strike for 90% weapon damage and steal gold on a successful hit.
Pious Bounty,PiousBounty,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Cleric,,False,,Your devotion draws extra providence from righteous victories.
Pocket Sand,PocketSand,Skills,Skill,Stealth,,8,Mana,1.0,,single_enemy,False,True,,Footpad,,False,,Throw sand in the target's eyes to blind them.
Polearm Excellence,PolearmExcellence,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon; Lancer,,False,,You can wield a two-handed polearm with a shield without accuracy or damage penalties.
Polearm Mastery,PolearmMastery,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon,,False,,Your one-handed polearm technique grants bonus accuracy and damage.
Polearm Proficiency,PolearmProficiency,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon; Lancer,,False,,"You can wield a two-handed polearm with a shield, but your accuracy and damage suffer."
Posturing,Posturing,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,You know how to present an impossible target; increased chance of parrying when defending.
Potentiation,Potentiation,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Noncritical toxin reactions can become severe.
Prayer of Faith,PrayerOfFaith,Skills,Skill,Class,,20,Mana,1.0,,all_enemies,False,True,,Crusader,,False,,"Below 10% health, invoke a random miracle: heal to full, gain a brief all-damage barrier, or unleash Holy damage on all enemies."
Primal Ascendance,PrimalAscendance,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"For several turns, gain bonuses from all Nature Aspects;increased healing (Growth), increased poison effectiveness (Venom),increased spell power (Storm), increased defense (Stone)."
Primal Practice,PrimalPractice,Skills,Skill,Enhance,,8,Mana,1.0,,self,False,True,,Druid,,False,,"Raise Attack while transformed, or Magic while in natural form, for three turns."
Primal Trance,PrimalTrance,Skills,Skill,Enhance,,18,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,"Charge for one turn, then automatically cast increasingly powerful elemental spells."
Purge Weakness,PurgeWeakness,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Sentinel; Stalwart Defender,,False,,Remove negative effects and become immune to them for two turns.
Purging Kata,PurgingKata,Skills,Skill,Class,,10,Mana,1.0,,single_enemy,False,True,,Monk,,False,,Cleanse Blind and Berserk through martial focus.
Purity of Body,PurityBody,Skills,Skill,Martial Arts,,0,,1.0,,none,True,True,,Monk,,False,,"Through meditation and perserverance, the monk gains control over their body, increasing resistance against poison magic to 50% and gaining immunity to poison status."
Purity of Body,PurityBody2,Skills,Skill,Martial Arts,,0,,1.0,,none,True,True,,Master Monk,,False,,"Further meditation and perserverance, the monk masters control over their body, increasing resistance against poison magic by 100% and gaining immunity to stone status."
Quarry Cleave,QuarryCleave,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,Ranger,,False,,"Make a heavy two-handed attack for 25% more damage, increased to 50% against your favored enemy type."
Quick Recharge,QuickRecharge,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,"When releasing a Weave with a multi-hit attack, apply its effects to each successful hit in that attack."
Quickstep,Quickstep,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Footpad; Ninja; Pathfinder,,False,,"You fight light on your feet, improving your ability to evade attacks."
Radiant Healing,RadiantHealing,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,Passive: Healing spells cast in combat damage an enemy for 10% of the amount healed as Holy damage.
Raise Summon,RaiseSummon,Skills,Skill,Class,,100,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,False,,"In combat, restore the Xenid that just fell. The rite refunds part of the conduit lost on death."
Rally,Rally,Skills,Skill,Enhance,,5,Mana,1.0,,single_enemy,False,True,,Warrior,,False,,"Steel your resolve, increasing Defense and Magic Defense."
Rally Partner,RallyPartner,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to rally partner.
Razor Talons,RazorTalons,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Pathfinder,,False,,Passive: Increase melee damage and Bleed damage caused by melee attacks.
Re-debuff,ReDebuff,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,Offensive Weave Releases refresh active negative status effects on affected enemies to at least three turns.
Reaver's Mark,ReaversMark,Skills,Skill,Class,,9,Mana,1.0,,single_enemy,False,True,,Berserker; Grandmaster of Arms; Weapon Master,,False,,A battle axe discipline art that marks a foe to take increased weapon pressure.
Reaver's Mark 2,ReaversMark2,Skills,Skill,Class,,11,Mana,1.0,,single_enemy,False,True,,Berserker; Grandmaster of Arms; Weapon Master,,False,,A mastered reaping strike that deepens the mark left on its target.
Reaver's Mark 3,ReaversMark3,Skills,Skill,Class,,13,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected reaping strike that leaves an inescapable mark.
Reckless Onslaught,RecklessOnslaught,Skills,Skill,Offensive,,14,Mana,1.0,,single_enemy,False,True,,Berserker,,False,,Unleash an all-out attack for double weapon damage. Gain stacking Attack Up and Defense Down; being parried knocks you prone.
Redeem,Redeem,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,,,False,,Attempt a mercy victory against a wounded non-boss foe.
Refreshment,Refreshment,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Water spells have a 20% chance to restore 5% of maximum HP and MP.
Relic Aegis,RelicAegis,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Templar,,False,,Spend all Devotion for stronger shielded protection and a Holy counter.
Repercussion,Repercussion,Skills,Skill,Class,,0,Resolve,1.0,,all_enemies,False,True,,Sentinel; Stalwart Defender,,False,,Release a powerful blast wave against every enemy.
Resist Death,ResistDeath,Skills,Skill,Enhance,,15,Mana,1.0,,single_enemy,False,False,,Assassin,,False,,Increase resistance to Death magic for a duration.
Resonant Strike,ResonantStrike,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,"After releasing a Weave, preserve one spent blade charge. The Foundation's matching type is preserved when possible."
Resonant Ward,ResonantWard,Skills,Skill,Class,,6,Totem Resonance,1.0,,self,False,True,,Shaman,,False,,Spend all Totem Resonance to raise Defense and Magic Defense for three turns.
Resource Abuse,ResourceAbuse,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Mana Tap,Double Mana Tap's effect and redirect overhealing to the next Shadow damage spell.
Restorative Barrier,RestorativeBarrier,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Heal; Heal II; Heal III,Fairy direct healing also creates a barrier equal to the healing.
Retaliate,Retaliate,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Sentinel; Stalwart Defender; Warrior,,False,,Your skill with a shield makes quick responses your forte.
Retort,Retort,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad; Weapon Master,,False,,Passive: Add your Intelligence modifier to Parry chance.
Retract,Retract,Skills,Skill,,,0,,1.0,,single_enemy,False,True,,,War Turtle,False,,Retract into a spiked shell until its separate health pool is destroyed.
Reveal,Reveal,Skills,Skill,Truth,,0,,1.0,,none,True,True,,Inquisitor,,False,,"An Inquisitor is a champion of truth, exposing secrets and gaining protection from shadow."
Rhythmic Strike,RhythmicStrike,Skills,Skill,Offensive,,6,Mana,1.0,,single_enemy,False,True,,Bard,,False,,Strike for 115% weapon damage and gain Crescendo if a combat song is active.
Riposte,Riposte,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Assassin; Knight Enchanter; Ninja,,False,,Passive: Chance to make an automatic main-hand counterattack after a successful Parry.
Riposte Line,RiposteLine,Skills,Skill,Class,,7,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A sword discipline art that strikes and prepares a brief counter line.
Riposte Line 2,RiposteLine2,Skills,Skill,Class,,9,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A mastered sword counter-line with greater damage and precision.
Riposte Line 3,RiposteLine3,Skills,Skill,Class,,11,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected sword counter-line with masterful precision.
Rope-a-Dope,RopeADope,Skills,Skill,Defensive,,14,Mana,1.0,,single_enemy,False,True,,Master Monk,,False,,"Challenge a target, enter an escalating dodge stance, and answer three consecutive dodges with a four-hit combination. A hit ends the stance."
Sacred Mending,SacredMending,Skills,Skill,Support,,8,Mana,1.0,,self,False,True,,Cleric,,False,,Restore your health through a rite of the Cleric faith.
Sacred Overchannel,SacredOverchannel,Skills,Skill,Power Up,,24,Mana,1.0,,self,False,True,,,,True,,"Open the staff-and-shield channel fully. For 5 rounds, Hierophant staff and holy actions build Devotion faster, and Consecrated Conduit payoffs strike harder while returning more mana."
Safe Passage,SafePassage,Skills,Skill,Class,,9,Mana,1.0,,self,False,True,,Seeker,,False,,Raise Defense and Magic Defense for three turns; mapped floors strengthen the ward.
Safeguarding,Safeguarding,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Healer,,False,,Direct heals reduce damage from the target's next melee source.
Sanctification,Sanctification,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,Passive: Increase Holy damage by 50%.
Sanctuary Ward,SanctuaryWard,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,Cleric; Hierophant,,False,,Spend all Devotion for a two-turn shield; larger spends cleanse and regenerate.
Scavenger's Eye,ScavengersEye,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Thief,,False,,Modestly improves ordinary loot odds and rarity without creating restricted drops.
Sciophobia,Sciophobia,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Shadow Curtain,"While Shadow Curtain is active, attackers may become haunted and risk Fear each turn."
Screech,Screech,Skills,Skill,Offensive,,15,Mana,1.0,,single_enemy,False,True,,,Cockatrice; Fuath; Giant Owl; Golden Eagle; Griffin; Harpy,False,,"Let out an ear-piercing screech, damaging the foe and silencing them."
Serendipity,Serendipity,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad,,False,,Passive: Increase the chance of enemies dropping items.
Shade of Ahool,ShadeOfAhool,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,,,True,,Become a flying shadow beast for three turns.
Shadow Counter,ShadowCounter,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: A Riposte after parrying gains accuracy and damage.
Shadow Evasion,ShadowEvasion,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Retains dodge briefly after concealment breaks.
Shadow Strike,ShadowStrike,Skills,Skill,Shadow,,20,Mana,2.0,,single_enemy,False,True,,,Drow Assassin,False,,Meld with shadows before striking from the darkness with deadly precision
Shapeshift,Shapeshift,Skills,Skill,Skill,,0,,1.0,,self,False,True,,,Barghest; Quasit; Vampire; Vampire Bat,False,,Some enemies can change their appearance and type. This is the skill they use to do so.
Shield Block,ShieldBlock,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Cleric; Inquisitor; Templar; Warrior,Dark Knight; Earth Myrmidon; Evil Crusader,False,,"You are much more proficient with a shield than most, increasing the amount of damage blocked."
Shield Mastery,ShieldMastery,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Stalwart Defender is so skilled with a shield that they gain a bonus chance to block melee and spells, with a chance to reflect the spell back."
Shield Ricochet,ShieldRicochet,Skills,Skill,Class,,16,Mana,1.0,,all_enemies,False,True,,Crusader; Stalwart Defender,,False,,"Throw your shield through all enemies, dealing physical damage with a chance to stun each target for 1 turn."
Shield Riposte,ShieldRiposte,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Sentinel,,False,,Fully blocking a weapon attack immediately attempts to knock the attacker prone.
Shield Slam,ShieldSlam,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,Cleric; Healer; Templar; Warrior,Dark Knight; Earth Myrmidon; Evil Crusader; Fire Myrmidon; Ice Myrmidon; Storm Myrmidon; Water Myrmidon; Wind Myrmidon,False,,"Slam the enemy with your shield, damaging with a chance to stun for several turns."
Shielding Ward,ShieldingWard,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,,,False,,Increase Magic Defense by 20 and halve damage remaining after Spell Block.
Silent Lucidity,SilentLucidity,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Astromancer,,False,,"Passive: While asleep, you may still cast Time and Divination spells."
Silent Walking,SilentWalking,Skills,Skill,Stealth,,20,Mana,1.0,,single_enemy,False,False,,Ninja,,False,,Halve random encounters for 50 exploration steps.
Slam,Slam,Skills,Skill,Offensive,,12,Mana,1.5,,single_enemy,False,True,,,Basilisk; Giant Snake,False,,"Slam into the enemy, dealing great damage with a chance for prone."
Sleeping Powder,SleepingPowder,Skills,Skill,Stealth,,11,Mana,1.0,,single_enemy,False,True,,Footpad,Scarecrow,False,,Use one of a Monocane's five charges to blow sleeping powder at the target.
Slot Machine,SlotMachine,Skills,Skill,Luck,,15,Mana,1.0,,single_enemy,False,True,,Rogue,Jester; Test,False,,"Pull the handle and see what comes up! Depending on the results, different possible outcomes can occur."
Smash and Grab,SmashAndGrab,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Mug strikes three times and may stun after two hits.
Smoke Screen,SmokeScreen,Skills,Skill,Stealth,,5,Mana,1.0,,self,False,True,,Assassin; Footpad; Ninja; Rogue,Bandit; Copycat; Displacer Beast; Drow Assassin; Harlequin; Invisible Stalker; Puppet; Trickster,False,,"Create a cloud of smoke, enabling escape. Requires a Smoke Bomb to use."
Snake Eyes,SnakeEyes,Skills,Skill,Offensive,,8,Misfortune,1.0,,single_enemy,False,True,,Rogue,,False,,Spend all Misfortune on a weapon strike that blinds on hit.
Sneak Attack,SneakAttack,Skills,Skill,Stealth,,15,Mana,2.0,,single_enemy,False,True,,Assassin; Rogue,Silent Contract Knife,False,,"Death Mark Setup: if the target is incapacitated, unleash a devastating attack."
Snowpiercer,Snowpiercer,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,,Ice spells also deal additional cold damage.
Song of Renewal,SongRenewal,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Bard,,False,,Perform a 3-turn song that restores HP and MP each turn.
Song of Shelter,SongShelter,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Bard,,False,,Perform a 3-turn song that reduces incoming damage.
Song of Valor,SongValor,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Bard,,False,,Perform a 3-turn song that raises weapon and magic damage.
Soul Asylum,SoulAsylum,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Desoul,Enemies killed by Desoul produce a Soul Gem.
Soul Harvest,SoulHarvest,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,The souls of the dead contain traces of its host's power. The Soulcatcher knows this and uses it to their advantage. Each enemy killed of a particular type increases the combat effectiveness against that enemy type.
Soul Rend,SoulRend,Skills,Skill,Offensive,,9,Mana,1.0,,single_enemy,False,True,,Soulcatcher,,False,,Strike for 125% weapon damage and gain Resonance against a drained foe.
Soul Vessel,SoulVessel,Skills,Skill,Power Up,,0,,1.0,,single_enemy,False,True,,Demonologist,,False,,Use a Soul Gem to store your soul temporarily; fatal damage instead restores 25% health and mana.
Soulstorm,Soulstorm,Skills,Skill,Class,,12,Totem Resonance,1.0,,single_enemy,False,True,,Soulcatcher,,False,,Spend all Resonance to force a strengthened Soul Totem pulse.
Spaghettification,Spaghettification,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,Photon Sphere,"Photon Sphere gains a chance to pull a target apart, instantly erasing it from existence."
Spell Block,SpellBlock,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Sentinel; Stalwart Defender,,False,,Prepare to block a projectile spell using its power and your shield strength.
Spell Mastery,SpellMastery,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Wizard is so good at spell casting that even running out of mana won't stop them. This ability automatically triggers when no spells can be cast due to low mana, making spells free for a time. While active mana is regenerated based on damage dealt."
Spell Reflection,SpellReflection,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Sentinel; Stalwart Defender,,False,,Spell Block has a chance to reflect a blocked projectile spell at its caster.
Spellbind,Spellbind,Skills,Skill,Class,,0,Blade Charges,1.0,,single_enemy,False,True,,Knight Enchanter,,False,,Consume all Blade Charges and the current pattern to empower the next damaging spell hit within three turns.
Spellbreaker's Cut,SpellbreakersCut,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,Spell Stealer,,False,,Strike for 95% weapon damage and reduce the target's Magic Defense.
Spinning Back Elbow,SpinningBackElbow,Skills,Skill,Martial Arts,,10,Mana,1.0,,single_enemy,False,True,,Master Monk,,False,,A turning blow that can blind.
Spirit Animal,SpiritAnimal,Skills,Skill,Class,,7,Mana,1.0,,self,False,True,,Shaman,,False,,Call your chosen undead animal spirit for a four-turn combat blessing.
Spirit Claw,SpiritClaw,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,Soulcatcher,,False,,Strike for 115% weapon damage; Spirit Animal raises it to 135%.
Spirit Mend,SpiritMend,Skills,Skill,Class,,9,Mana,1.0,,self,False,True,,Shaman,,False,,"Restore health, with stronger healing while Spirit Animal is active."
Spirit Strike,SpiritStrike,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,Attack and deal additional spirit damage when your Wisdom is higher.
Staff Conduit,StaffConduit,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Hierophant,,False,,You can wield a two-handed staff with a shield and focus Devotion through staff strikes.
Staff Proficiency,StaffProficiency,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Healer,,False,,Passive: Gain 10% accuracy and damage with Staves.
Steal,Steal,Skills,Skill,Stealth,,6,Mana,1.0,,single_enemy,False,True,,Assassin; Footpad,Bandit; False-Ledger Broker; Guild Cutpurse; Silent Contract Knife; Spell-Sealed Cutpurse,False,,Relieve the enemy of their items or gold.
Steal As Well,StealAsWell,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Spell Stealer,,False,,Cast an attack spell and attempt to steal after it lands.
Steal Spell,StealSpell,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,Spell Stealer,,False,,Inscribes one of the target's spells onto a Blank Scroll.
Steal Spell 2,StealSpell2,Skills,Skill,Class,,22,Mana,1.0,,single_enemy,False,True,,Arcane Trickster,,False,,Attempt to permanently learn one of the target's stealable spells.
Stomp,Stomp,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,,Maelephant; Nightmare; Satyr; Unicorn,False,,"Stomp on the enemy, dealing damage with a chance to stun."
Storage Capacity,StorageCapacity,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Spellblade,,False,,Store one additional Arcane charge and one additional Elemental charge.
Storage Capacity II,StorageCapacity2,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,Increase the number of Arcane and Elemental Blade Charges that can be held by 2. This stacks with Storage Capacity.
